Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,Awards
Jim Washington,30,ATL,PF,73,,34.5,4.1,8.4,.485,1.8,2.7,.684,2.8,7.2,10.1,2.1,0.7,1.0,3.4,10.0,
Leroy Ellis,33,PHI,C,81,81,35.0,4.0,8.9,.452,1.8,2.4,.750,3.6,7.4,11.0,2.3,1.1,1.1,2.8,9.9,
Cliff Meely,26,HOU,PF,77,,22.8,4.3,10.0,.427,1.2,1.8,.643,1.3,4.4,5.7,1.6,0.7,1.0,3.0,9.7,
Larry Steele,24,POR,SG,81,,32.7,4.0,8.4,.478,1.7,2.1,.789,1.1,2.7,3.8,4.0,2.7,0.4,3.6,9.7,
Freddie Boyd,23,PHI,PG,75,26,24.2,3.8,9.5,.402,1.9,2.6,.723,0.2,1.0,1.2,3.3,0.8,0.1,2.3,9.5,
Pat Riley,28,LAL,SG,72,,18.9,4.0,9.3,.430,1.5,2.0,.764,0.5,1.3,1.8,2.1,0.8,0.0,2.4,9.5,
Howard Porter,25,CHI,SF,73,,16.8,4.1,9.0,.450,1.3,1.6,.800,1.2,2.7,3.9,0.4,0.3,0.5,1.6,9.4,
John Brown,22,ATL,SF,77,,22.3,3.6,8.2,.438,2.1,2.8,.751,2.3,3.4,5.7,1.5,0.4,0.2,3.1,9.3,
Clifford Ray,25,CHI,C,80,,32.9,3.9,7.7,.511,1.5,2.5,.608,3.6,8.7,12.2,3.1,0.7,2.2,3.5,9.3,MVP-11
George Trapp,25,DET,PF,82,,18.2,4.1,8.5,.481,1.2,1.6,.739,1.2,2.6,3.8,1.0,0.6,0.4,2.8,9.3,
Jon McGlocklin,30,MIL,SG,79,,24.2,4.2,8.8,.475,0.9,1.0,.900,0.4,1.3,1.8,3.1,0.5,0.1,1.6,9.2,
Curtis Perry,25,MIL,PF,81,,29.5,4.0,9.0,.446,1.0,1.7,.582,3.0,5.7,8.7,2.3,1.3,1.2,3.7,9.0,
Stu Lantz,27,DET,SG,50,,19.6,3.1,7.2,.427,2.8,3.3,.848,0.7,1.6,2.3,1.9,0.8,0.1,1.6,8.9,
John Mengelt,24,DET,SG,77,,20.2,3.2,7.2,.446,2.4,3.0,.795,0.5,2.2,2.7,1.9,0.9,0.1,2.1,8.8,
John Block,29,KCO,PF,82,,21.7,3.4,7.7,.434,2.0,2.5,.796,1.6,3.2,4.7,1.1,0.8,0.4,2.8,8.7,
Bob Weiss,31,CHI,SG,79,,21.6,3.3,7.1,.466,1.8,2.2,.835,0.4,0.9,1.3,3.8,1.3,0.2,2.0,8.5,
Bill Bridges,34,LAL,PF,65,,27.9,3.3,7.9,.421,1.8,2.5,.707,3.0,4.7,7.7,2.3,0.9,0.5,3.4,8.4,
Dean Meminger,25,NYK,SG,78,,26.7,3.5,6.9,.508,1.3,2.1,.644,1.6,2.0,3.6,2.1,0.8,0.1,2.1,8.3,
Corky Calhoun,23,PHO,SF,77,,28.7,3.5,7.5,.461,1.3,1.7,.760,1.5,3.8,5.3,1.8,0.9,0.4,3.3,8.2,
Doug Collins,22,PHI,SG,25,0,17.4,2.9,7.8,.371,2.2,2.9,.764,0.3,1.6,1.8,1.6,0.5,0.1,2.6,8.0,
Dwight Jones,21,ATL,PF,74,,19.6,3.2,6.8,.474,1.6,2.1,.744,2.0,4.2,6.1,1.2,0.4,0.9,2.7,8.0,
Willie Norwood,26,DET,SF,74,,15.9,3.3,6.5,.510,1.3,1.9,.664,1.3,1.8,3.1,0.8,0.8,0.1,2.1,8.0,
Slick Watts,22,SEA,PG,62,,23.0,3.2,8.2,.388,1.6,2.5,.645,1.2,1.8,2.9,5.7,1.9,0.2,3.3,8.0,ROY-3
Steve Patterson,25,CLE,C,76,,25.1,3.4,7.9,.437,0.9,1.5,.616,2.9,5.2,8.1,2.2,0.6,0.8,2.5,7.8,
Lloyd Neal,23,POR,PF,80,,19.0,3.1,6.3,.490,1.5,2.1,.696,1.9,4.3,6.2,1.1,0.6,0.9,2.4,7.6,
Nick Weatherspoon,23,CAP,SF,65,,18.7,3.1,7.4,.412,1.5,2.1,.691,2.0,4.1,6.1,0.6,0.7,0.2,2.8,7.6,
Henry Bibby,24,NYK,PG,66,,14.9,3.2,7.0,.452,1.1,1.3,.830,0.7,1.3,2.0,1.4,1.0,0.0,1.9,7.5,
Toby Kimball,31,PHI,PF,75,1,21.2,2.9,6.1,.474,1.7,2.5,.686,2.5,4.9,7.4,1.0,0.7,0.3,2.7,7.5,
Ed Ratleff,23,HOU,SF,81,,21.9,3.1,7.2,.434,1.3,1.6,.798,1.1,2.4,3.5,2.2,1.1,0.3,2.2,7.5,
Kenny McIntosh,25,SEA,SF,69,,29.8,3.2,8.3,.389,0.9,1.6,.607,1.6,3.6,5.2,1.4,0.8,0.4,2.6,7.4,
Steve Bracey,23,ATL,PG,75,,19.5,3.2,6.9,.463,0.9,1.3,.719,0.3,1.6,1.9,3.1,0.8,0.1,2.1,7.3,
John Gianelli,23,NYK,C,70,,20.3,3.0,6.2,.479,1.3,1.7,.760,1.6,3.3,4.9,1.1,0.3,0.6,2.3,7.3,
Charles Johnson,24,GSW,PG,59,,17.8,3.3,7.9,.415,0.6,0.9,.691,0.8,2.1,3.0,1.7,1.1,0.1,1.9,7.2,
Gary Melchionni,23,PHO,PG,69,,18.1,2.9,6.4,.460,1.3,1.6,.860,0.7,1.4,2.1,2.1,0.6,0.1,1.2,7.2,
Bob Rule,29,CLE,C,26,,20.8,2.9,7.4,.396,1.3,1.8,.739,1.7,2.3,4.0,1.8,0.5,0.4,2.7,7.2,
Paul Westphal,23,BOS,SG,82,,14.2,2.9,5.8,.501,1.4,1.9,.732,0.6,1.1,1.7,2.1,0.5,0.4,2.1,7.2,
Chris Ford,25,DET,SG,82,,25.1,3.2,7.3,.444,0.7,0.9,.740,1.3,2.4,3.7,3.4,1.8,0.2,1.9,7.1,
Jim Cleamons,24,CLE,PG,81,,20.3,2.9,6.7,.433,1.1,1.6,.699,0.8,2.1,2.8,2.8,0.8,0.2,1.9,7.0,
Bernie Fryer,24,POR,SG,80,,20.9,2.8,6.1,.460,1.3,1.7,.793,0.8,1.2,2.0,3.5,1.2,0.1,2.3,7.0,
Don May,28,PHI,SF,56,4,14.5,2.7,6.6,.414,1.6,1.8,.873,0.4,2.0,2.4,1.1,0.4,0.1,2.4,7.0,
John Hummer,25,2TM,PF,53,,21.1,2.7,5.8,.472,1.1,2.3,.476,1.6,3.8,5.3,2.0,0.5,0.4,2.2,6.5,
Ollie Johnson,24,POR,SF,79,,21.7,2.6,5.5,.482,1.0,1.2,.819,1.5,2.6,4.1,2.1,0.8,0.4,2.3,6.3,
Bud Stallworth,24,SEA,SF,67,,15.2,2.8,7.1,.392,0.7,1.1,.623,0.8,1.8,2.6,0.5,0.3,0.2,1.9,6.3,
Ron Williams,29,MIL,PG,71,,15.9,2.7,5.5,.489,0.8,1.0,.882,0.3,0.7,1.0,2.2,0.7,0.0,1.6,6.3,
Larry Cannon,26,PHI,SG,19,0,17.6,2.6,6.7,.386,1.0,1.5,.679,0.8,1.1,1.9,2.7,0.4,0.2,2.5,6.2,
Jerry Lucas,33,NYK,C,73,,22.3,2.7,5.8,.462,0.9,1.3,.698,0.8,4.3,5.1,3.2,0.4,0.3,1.8,6.2,
Jim Brewer,22,CLE,PF,82,,22.7,2.6,6.7,.383,1.0,1.5,.650,2.5,3.9,6.4,1.8,0.6,0.4,2.3,6.1,
George Johnson,25,GSW,C,66,,19.6,2.6,5.4,.483,0.9,1.6,.551,2.9,5.0,7.9,1.1,0.5,1.9,2.7,6.1,
Bob Kauffman,27,BUF,PF,74,,17.6,2.3,4.9,.467,1.4,2.0,.713,1.3,3.1,4.4,1.9,0.5,0.2,2.1,6.1,
Cornell Warner,25,2TM,C,72,,19.5,2.4,4.8,.499,1.2,1.6,.746,1.5,4.0,5.5,1.0,0.4,0.6,2.8,6.0,
Mickey Davis,23,MIL,SF,73,,13.9,2.3,4.6,.504,1.3,1.5,.830,1.1,2.0,3.1,1.2,0.4,0.1,1.3,5.9,
Clyde Lee,29,GSW,PF,54,,30.4,2.4,5.3,.454,1.1,2.0,.579,3.5,7.6,11.1,1.3,0.5,0.3,3.3,5.9,MVP-17
Wes Unseld,27,CAP,C,56,,30.8,2.6,5.9,.438,0.6,1.0,.655,2.7,6.5,9.2,2.8,1.0,0.3,2.2,5.9,
Larry McNeill,23,KCO,PF,54,,9.6,2.0,4.1,.482,1.8,2.6,.707,1.1,1.6,2.7,0.4,0.6,0.1,1.4,5.8,
Matt Guokas,29,3TM,SG,75,,24.9,2.6,5.3,.492,0.5,0.8,.650,0.4,1.2,1.6,3.2,0.7,0.3,2.0,5.7,
